,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_current_manager,date_birth,role_departament,remote_work
973,,rarely,188.0,research & development,7,4,other,,2,m,65,3,1,research scientist,4,single,,23293,2,,0.18,,3,0,8.0,6,3.0,6,,0,1,1987,research & development,
974,,rarely,1219.0,,48,3,,,3,f,86,3,2,sales executive,3,,,6179,1,,0.16,,2,0,5.0,3,3.0,5,,1,0,1988,,
975,,,335.0,,9,2,medical,,3,m,46,2,1,research scientist,1,single,,10322,0,True,0.22,,1,0,4.0,0,3.0,3,,1,2,1992,,
976,,rarely,461.0,,13,1,life sciences,,2,f,53,3,1,research scientist,4,single,3452.0,17241,3,,0.18,,1,0,5.0,4,3.0,3,,0,2,1990,,
977,,,1134.0,,24,4,,,24,f,37,3,1,laboratory technician,2,marreid,2811.0,12086,9,False,0.14,,2,1,4.0,2,3.0,2,,2,2,1996,,
978,,rarely,138.0,,22,3,,,1,f,48,3,1,research scientist,3,married,,11539,4,,0.11,,2,0,,2,,5,,0,1,1993,,
979,,,1206.0,,17,1,medical,,4,f,41,2,2,manufacturing director,3,divorced,4377.0,24117,1,False,0.15,,2,2,5.0,6,3.0,4,,3,2,1999,,
980,,rarely,622.0,research & development,14,4,other,,3,m,39,2,1,laboratory technician,2,divorced,,10074,1,True,0.24,,4,1,5.0,2,1.0,4,,0,2,1988,research & development,
981,,,109.0,,5,3,,,2,f,60,3,1,laboratory technician,2,,,25725,0,,0.17,,1,0,4.0,3,3.0,3,,1,2,1993,,
982,,rarely,277.0,research & development,6,3,,,1,m,97,2,2,healthcare representative,3,,4240.0,13119,2,False,0.13,,4,0,19.0,0,3.0,2,,2,2,1975,research & development,
983,,rarely,549.0,,7,2,medical,,4,f,42,3,2,manufacturing director,3,,,23371,6,,0.14,,2,0,8.0,6,3.0,2,,2,1,1982,,
984,,,1055.0,research & development,2,4,,,1,f,47,3,2,manufacturing director,4,,4227.0,4658,0,,0.18,,2,1,,2,,3,,2,2,1996,research & development,
985,,rarely,802.0,research & development,10,3,other,,2,m,45,3,1,laboratory technician,4,,3917.0,9541,1,False,0.2,,1,1,3.0,4,2.0,3,,1,2,1988,research & development,
986,,no,265.0,,29,2,medical,,2,m,79,1,2,sales executive,1,single,4969.0,21813,8,False,0.18,,4,0,,6,3.0,2,,2,2,1997,,
987,,no,1038.0,sales,8,1,life sciences,,2,f,,2,1,sales representative,4,,,21437,0,,0.19,,4,0,,2,2.0,2,,2,2,1990,sales,
988,,,342.0,,2,3,life sciences,,1,m,57,3,1,research scientist,1,married,2042.0,15346,6,,0.14,,2,1,6.0,2,3.0,3,,1,2,1997,,
989,,frequently,1186.0,,3,4,,,3,m,44,3,1,research scientist,3,,2821.0,2997,3,False,0.16,,1,1,8.0,2,3.0,2,,2,2,1985,,
990,,,430.0,,47,4,medical,,47,m,40,3,5,research director,4,,,21445,9,False,0.17,,4,2,23.0,0,3.0,2,,2,2,1977,,
991,,,769.0,,9,3,marketing,,4,f,54,3,1,sales representative,4,single,,17205,1,True,0.14,,2,0,2.0,3,3.0,2,,0,2,2003,,
992,,,1176.0,,20,3,other,,20,m,85,3,2,manufacturing director,1,marreid,9957.0,9096,0,,0.15,,3,1,7.0,1,2.0,6,,0,2,1993,,
993,,no,1277.0,,8,5,,,1,m,87,1,1,laboratory technician,3,married,,5869,1,,0.19,,4,3,3.0,4,,3,,1,2,1996,,
994,,,1091.0,,2,1,,,4,m,65,3,3,manufacturing director,2,married,,15813,3,False,0.18,,2,1,23.0,4,3.0,3,,1,2,1968,,
995,,rarely,654.0,,5,3,life sciences,,4,m,34,2,3,healthcare representative,4,,,21214,4,False,0.15,,3,1,,2,3.0,3,,1,2,1990,,
996,,,895.0,,15,2,life sciences,,1,m,50,3,1,laboratory technician,3,,2207.0,22482,1,False,0.16,,4,1,4.0,5,2.0,4,,2,2,1995,,
997,,,618.0,,3,1,life sciences,,1,m,45,3,2,healthcare representative,4,,7756.0,22266,0,False,0.17,,3,0,,1,2.0,6,,0,4,1989,,
998,,,1017.0,,25,3,medical,,1,m,55,2,1,research scientist,2,single,,2993,4,True,0.2,,2,0,5.0,0,3.0,2,,2,2,1990,,
999,,,970.0,,7,3,life sciences,,4,f,30,3,2,sales executive,2,married,,13401,0,False,0.17,,3,1,4.0,3,3.0,3,,0,2,1990,,
1000,,,984.0,,1,1,,,4,f,70,2,1,research scientist,2,single,2070.0,25326,1,True,0.11,,3,0,2.0,6,4.0,2,,2,2,2002,,
1001,,frequently,793.0,,20,3,,,3,m,67,4,1,sales representative,4,married,2791.0,21981,0,False,0.12,,1,1,3.0,4,3.0,2,,2,2,1992,,
1002,,,1182.0,,11,2,marketing,,4,m,54,3,2,sales executive,4,divorced,,18500,1,,0.11,,4,1,5.0,3,3.0,5,,0,2,1988,,
1003,,,1003.0,,2,2,,,4,m,95,3,2,manufacturing director,3,single,,15834,2,False,0.11,,4,0,,3,,3,,0,2,1989,,
1004,,,603.0,,9,4,,,1,f,77,3,2,sales executive,1,single,8224.0,18385,0,,0.17,,1,0,6.0,3,3.0,5,,0,3,1990,,
1005,,,874.0,research & development,15,3,medical,,3,m,72,3,1,laboratory technician,3,,2610.0,6233,1,False,0.12,,3,1,,5,2.0,2,,2,2,1992,research & development,
1006,,rarely,367.0,,25,2,,,3,f,52,2,2,healthcare representative,4,,5731.0,17171,7,False,0.13,,3,2,9.0,2,3.0,6,,1,3,1986,,
1007,,rarely,199.0,,6,3,,,4,m,55,2,1,research scientist,3,married,2539.0,7950,1,False,0.13,,3,1,4.0,0,3.0,4,2.0,2,2,1996,,
1008,,frequently,,,4,4,other,,4,m,,2,1,laboratory technician,4,married,2376.0,26537,1,,0.13,,2,1,2.0,2,4.0,2,,2,2,1988,,
1009,,,718.0,,4,4,,,4,f,92,3,5,manager,1,divorced,,18575,4,False,0.13,,4,1,28.0,2,3.0,5,,4,2,1967,,
1010,,,1457.0,research & development,7,3,medical,,1,f,83,3,1,research scientist,3,,,20100,4,True,0.19,,3,1,,2,,3,,0,2,1978,research & development,
1011,,rarely,805.0,,3,3,,,1,m,87,2,1,laboratory technician,3,single,,12828,1,,0.12,,1,0,2.0,2,2.0,2,,1,2,2003,,
1012,,frequently,1421.0,,2,3,,,4,f,30,3,4,manager,1,,,9490,2,False,0.22,,3,1,,3,,2,,2,2,1973,,
1013,,,1450.0,,15,2,life sciences,,4,m,52,3,5,research director,2,,19081.0,10849,5,,0.11,,1,1,25.0,2,3.0,4,,0,3,1977,,
1014,,,116.0,,13,3,other,,3,f,77,2,1,laboratory technician,2,married,2743.0,7331,1,False,0.2,,3,1,2.0,2,3.0,2,,2,2,1991,,
1015,,,1212.0,,8,2,,,3,f,78,2,3,sales executive,4,married,,13755,4,,0.11,,2,1,16.0,6,2.0,13,,4,12,1988,,
1016,,,1010.0,,1,3,life sciences,,1,f,97,3,1,research scientist,4,divorced,3760.0,5598,1,False,0.15,,1,3,3.0,5,,3,,1,2,1994,,
1017,,frequently,,,10,2,,,1,f,45,2,1,laboratory technician,3,,,25308,1,,0.2,,3,0,2.0,2,1.0,2,,2,2,2002,,
1018,,rarely,131.0,,2,3,marketing,,3,f,86,3,2,sales executive,1,,4538.0,6039,0,,0.12,,4,0,4.0,3,3.0,3,,0,2,1989,,
1019,,,791.0,,1,4,medical,,4,m,44,3,1,laboratory technician,3,single,,6842,0,True,0.11,,3,0,,2,2.0,4,,0,2,1995,,
1020,,rarely,735.0,,6,1,life sciences,,3,m,66,3,1,research scientist,3,married,,6020,0,True,0.14,,4,0,4.0,3,3.0,3,,2,2,1988,,
1021,,frequently,193.0,,2,3,life sciences,,4,m,52,2,1,laboratory technician,4,married,3867.0,14222,1,,0.12,,2,1,,2,3.0,2,,2,2,1995,,
1022,,rarely,640.0,,1,3,technical degree,,4,m,84,3,1,research scientist,1,single,2080.0,4732,2,,0.11,,2,0,5.0,2,2.0,3,,1,2,1995,,
1023,,,266.0,research & development,1,3,medical,,4,f,40,3,1,research scientist,2,single,2096.0,18830,1,,0.18,,4,0,,3,2.0,2,,2,1,1998,research & development,
1024,,,848.0,,23,4,life sciences,,1,m,88,3,1,research scientist,3,,,26076,1,,0.12,,4,2,,3,3.0,2,,2,2,1965,,
1025,,,,,23,3,medical,,3,m,93,3,1,research scientist,1,single,3904.0,22154,0,,0.13,,1,0,6.0,2,3.0,5,,0,3,1984,,
1026,,rarely,1138.0,,6,3,technical degree,,1,f,48,2,2,laboratory technician,4,married,4627.0,23631,0,False,0.12,,1,1,10.0,6,3.0,9,,6,7,1993,,
1027,,,,,46,3,life sciences,,46,f,43,3,4,research director,1,marreid,,22422,4,,0.11,,2,0,,2,,3,,1,2,1973,,
1028,,,256.0,,10,2,medical,,3,m,40,1,2,sales executive,2,single,,22074,1,False,0.13,,1,0,19.0,4,3.0,19,,11,9,1982,,
1029,,,,,1,3,,,4,f,54,3,1,sales representative,2,,2302.0,8319,1,True,0.11,,1,0,,2,4.0,3,,2,2,1992,,
1030,,,935.0,,3,3,life sciences,,1,m,89,3,1,laboratory technician,1,,,14669,4,False,0.12,,3,0,10.0,4,4.0,3,,1,2,1979,,
1031,,no,458.0,research & development,16,2,,,3,m,74,3,1,research scientist,3,divorced,,8532,9,False,0.16,,2,1,6.0,0,3.0,4,,0,0,1983,research & development,
1032,,rarely,882.0,research & development,19,1,medical,,4,m,67,3,1,laboratory technician,4,married,,9075,3,,0.11,,3,3,,6,2.0,3,,1,2,1998,research & development,
1033,,rarely,329.0,,1,4,life sciences,,2,m,88,3,1,laboratory technician,2,,,6762,3,False,0.22,,3,1,7.0,3,3.0,4,,0,3,1983,,
1034,,rarely,,,11,2,technical degree,,4,f,82,2,4,manufacturing director,2,,,24439,3,False,0.16,,2,0,,1,2.0,5,,0,3,1972,,
1035,,frequently,793.0,,2,1,life sciences,,4,m,43,1,2,sales executive,4,single,5071.0,20392,3,False,0.2,,2,0,,3,3.0,6,,0,0,1996,,
1036,,,662.0,,18,4,marketing,,4,f,67,3,2,sales executive,3,married,,23288,0,,0.18,,3,1,5.0,0,2.0,4,,3,2,1988,,
1037,,,693.0,,7,3,,,4,m,57,4,1,research scientist,3,divorced,,15748,1,False,0.11,,4,3,4.0,2,3.0,4,,0,3,1985,,
1038,,,,,22,4,,,4,m,98,3,2,manufacturing director,3,married,,21057,1,,0.15,,4,2,10.0,3,2.0,10,,6,7,1992,,
1039,,,541.0,,2,3,,,2,m,52,3,3,sales executive,2,,10596.0,15395,2,,0.11,,2,0,14.0,5,3.0,4,,3,2,1972,,
1040,,,1200.0,,22,3,,,4,f,75,3,2,research scientist,4,,5467.0,13953,3,,0.14,,1,2,12.0,4,2.0,6,,3,3,1982,,
1041,,,499.0,,2,1,marketing,,3,m,36,3,2,sales executive,2,married,,20497,0,True,0.13,,1,3,4.0,3,2.0,3,,1,2,1991,,
1042,,rarely,1372.0,,18,1,life sciences,,1,m,93,4,2,sales executive,3,married,,12477,2,False,0.11,,2,0,6.0,3,2.0,3,,1,2,1998,,
1043,,,,,10,3,marketing,,4,f,98,2,2,sales executive,4,married,5769.0,7100,1,True,0.11,,4,0,,3,3.0,6,2.0,4,4,1996,,
1044,,rarely,,,22,4,life sciences,,4,f,51,3,1,research scientist,3,single,2394.0,25681,1,True,0.13,,4,0,8.0,2,3.0,8,,7,7,1996,,
1045,,,1462.0,,11,3,medical,,1,f,94,3,1,laboratory technician,3,single,3629.0,19106,4,False,0.18,,1,0,8.0,6,3.0,3,,0,2,1986,,
1046,,frequently,200.0,,18,2,life sciences,,3,m,60,3,3,manufacturing director,4,,9362.0,19944,2,False,0.11,,3,0,10.0,2,3.0,2,,2,2,1988,,
1047,,,949.0,,1,3,,,1,m,81,3,1,laboratory technician,4,,3229.0,4910,4,False,0.11,,2,1,7.0,2,2.0,3,,0,2,1998,,
1048,,,,,7,4,marketing,,4,f,73,3,2,sales executive,1,divorced,,12761,7,False,0.14,,2,2,,3,3.0,3,,0,2,1993,,
1049,,,182.0,research & development,8,5,life sciences,,1,f,93,3,4,research director,2,,16422.0,8847,3,False,0.11,,3,0,,3,4.0,3,,1,0,1992,research & development,
1050,,,329.0,,16,4,marketing,,3,f,98,2,2,sales executive,1,,5647.0,13494,4,False,0.13,,1,2,11.0,3,2.0,3,,0,2,1987,,
1051,,rarely,383.0,,9,2,,,1,m,68,2,1,sales representative,1,,4400.0,15182,3,False,0.12,,1,0,6.0,2,3.0,3,,2,2,1998,,
1052,,,1255.0,,1,2,life sciences,,1,f,90,3,1,research scientist,1,,2066.0,10494,2,,0.22,,4,1,5.0,3,4.0,3,,1,0,1967,,
1053,,,,,5,5,medical,,2,m,90,4,1,research scientist,3,,,5561,2,,0.12,,1,0,7.0,5,,4,,0,3,1982,,
1054,,rarely,1398.0,,8,2,,,4,f,96,4,1,human resources,2,,,24609,9,False,0.18,,4,0,8.0,3,3.0,3,,0,2,1992,,
1055,,frequently,523.0,research & development,2,3,life sciences,,2,m,94,3,1,laboratory technician,4,,,21081,6,,0.13,,3,1,7.0,2,1.0,2,2.0,2,2,1992,research & development,
1056,,,1221.0,sales,7,3,marketing,,3,m,96,3,2,sales executive,1,divorced,5486.0,24795,4,False,0.11,,1,3,,3,3.0,2,,2,2,1975,sales,
1057,,,1107.0,,9,4,,,1,f,52,3,1,human resources,3,married,,3072,1,False,0.15,,4,0,2.0,0,3.0,2,,2,2,1989,,
1058,,,981.0,,5,3,life sciences,,3,m,90,2,1,laboratory technician,3,single,3162.0,7973,3,,0.14,,4,0,7.0,5,3.0,5,,0,3,1979,,
1059,,rarely,1495.0,research & development,5,4,,,1,m,96,3,2,healthcare representative,3,married,6651.0,21534,2,False,0.14,,2,1,20.0,0,2.0,3,,1,2,1974,research & development,
1060,,,1467.0,,20,3,life sciences,,4,m,49,3,1,research scientist,2,,3420.0,21158,1,,0.13,,3,0,6.0,3,2.0,5,,1,3,1979,,
1061,,,1496.0,,1,3,,,1,m,92,3,1,sales representative,3,married,2909.0,15747,3,,0.15,,4,1,5.0,3,4.0,3,,1,2,1995,,
1062,,frequently,1193.0,research & development,2,1,,,2,m,86,3,3,manufacturing director,3,single,,19719,5,,0.18,,2,0,16.0,2,2.0,2,,2,2,1979,research & development,
1063,,rarely,1229.0,,4,4,life sciences,,4,m,30,3,2,healthcare representative,3,married,,16143,0,,0.16,,2,0,4.0,2,3.0,3,,1,2,1968,,
1064,,frequently,467.0,,7,3,life sciences,,3,m,55,3,2,sales executive,1,single,4898.0,11827,0,,0.14,,4,0,5.0,5,3.0,4,,1,3,1995,,
1065,,rarely,271.0,,45,2,medical,,45,f,43,2,2,laboratory technician,1,marreid,,23070,4,,0.25,,1,1,10.0,3,3.0,3,,1,2,1974,,
1066,,frequently,410.0,,2,1,life sciences,,4,f,97,3,1,laboratory technician,2,,3180.0,4668,0,False,0.13,,3,3,,3,3.0,3,,0,2,1994,,
1067,,,495.0,,10,3,,,3,m,64,3,3,manager,4,,11244.0,21072,2,,0.25,,2,0,10.0,5,4.0,5,,0,0,1991,,
1068,,frequently,561.0,,3,3,life sciences,,4,f,33,3,1,research scientist,3,,,4156,1,False,0.12,,1,0,7.0,2,,7,,7,7,1992,,
1069,,,1142.0,,43,2,life sciences,,4,m,72,3,2,healthcare representative,4,divorced,4069.0,8841,3,,0.18,,3,0,8.0,2,3.0,2,,2,2,1983,,
1070,,rarely,1157.0,,2,4,life sciences,,3,m,70,3,1,sales representative,4,,,17001,3,True,0.21,,4,0,7.0,3,2.0,3,,1,2,1987,,
1071,,,1242.0,,8,4,life sciences,,1,m,46,3,2,sales executive,1,,6392.0,10589,2,False,0.13,,4,1,,6,1.0,2,,2,2,1990,,
1072,,,1288.0,sales,14,4,,,14,m,33,3,3,sales executive,2,marreid,,17799,3,,0.12,,2,1,9.0,3,3.0,4,,1,3,1993,sales,
1073,,rarely,903.0,,2,3,medical,,3,m,81,3,2,manufacturing director,2,married,4855.0,7653,4,,0.11,,1,2,,2,3.0,5,,1,4,1985,,
1074,,rarely,1108.0,research & development,15,4,,,3,f,65,3,1,research scientist,1,married,,16530,8,,0.12,,4,1,,3,2.0,8,,7,6,1975,research & development,
1075,,,1351.0,research & development,1,4,,,2,m,45,3,2,research scientist,4,,,13008,9,False,0.17,,2,1,,3,2.0,2,,2,1,1989,research & development,
1076,,rarely,437.0,,16,3,life sciences,,2,f,90,3,2,sales executive,2,single,,16379,2,False,0.12,,2,0,8.0,5,4.0,3,,1,2,1985,,
1077,,rarely,,,10,4,,,1,f,51,3,2,healthcare representative,3,single,,4223,3,True,0.16,,3,0,,4,3.0,5,,0,4,1988,,
1078,,,977.0,,10,3,,,4,m,45,4,1,research scientist,3,married,,12826,2,False,0.16,,4,1,4.0,2,3.0,2,,2,2,2000,,
1079,,,1302.0,,6,4,,,1,m,80,4,2,laboratory technician,1,,,19711,3,True,0.13,,4,1,9.0,3,3.0,3,,0,2,1987,,
1080,,frequently,653.0,,36,4,,,36,m,92,2,2,healthcare representative,3,,,15332,1,False,0.14,,2,1,8.0,3,2.0,8,,7,7,1989,,
1081,,no,457.0,,26,2,other,,2,f,85,2,1,research scientist,3,married,,10293,1,,0.14,,2,0,4.0,2,2.0,4,,1,3,2001,,
1082,,,634.0,,5,4,,,2,f,35,4,1,research scientist,4,married,3312.0,18783,3,False,0.17,,4,2,6.0,3,3.0,3,,0,2,1991,,
1083,,frequently,715.0,,2,4,,,4,m,54,3,2,sales executive,1,single,,21602,7,,0.13,,4,0,,3,3.0,5,,0,3,1992,,
1084,,rarely,559.0,,12,4,life sciences,,3,f,76,3,2,manufacturing director,3,married,,12421,9,True,0.12,,2,2,7.0,2,3.0,3,,1,1,1987,,
1085,,,546.0,,19,1,medical,,3,m,97,3,1,research scientist,4,single,3117.0,26009,1,False,0.18,,3,0,,2,,2,,2,2,2002,,
1086,,,1176.0,,26,4,,,4,f,,3,5,manager,3,married,,5220,3,False,0.11,,3,1,27.0,2,3.0,5,,1,0,1976,,
1087,,,711.0,,4,3,medical,,1,f,81,3,2,manufacturing director,3,,,3140,0,False,0.13,,4,0,,2,1.0,9,,3,8,1984,,
1088,,,448.0,,16,3,,,3,f,84,3,3,manufacturing director,4,,,19948,6,,0.15,,4,0,18.0,2,2.0,4,,3,3,1983,,
1089,,frequently,365.0,,4,5,,,3,m,89,2,4,manager,4,,15202.0,5602,2,False,0.25,,2,1,,3,3.0,2,,2,2,1975,,
1090,,,763.0,,10,2,medical,,1,m,59,1,2,sales executive,4,,,22098,6,True,0.14,,4,2,,2,2.0,2,,2,2,1988,,
1091,,rarely,486.0,research & development,8,3,medical,,2,f,86,4,1,research scientist,3,,,22490,7,,0.17,,1,0,5.0,0,3.0,3,,0,2,1996,research & development,
1092,,,591.0,,2,3,medical,,4,m,87,3,1,research scientist,4,single,2580.0,6297,2,False,0.13,,3,0,,0,2.0,4,,1,2,1996,,
1093,,rarely,1329.0,,7,3,,,1,m,,3,1,laboratory technician,1,,2166.0,3339,3,True,0.14,,2,0,10.0,3,1.0,4,,0,3,1983,,
1094,,,469.0,,10,3,,,3,m,42,2,2,sales executive,3,single,,23413,9,False,0.11,,3,0,,2,3.0,5,,1,4,1994,,
1095,,,711.0,,5,4,life sciences,,2,f,42,3,3,healthcare representative,1,married,,22792,4,False,0.12,,3,2,9.0,6,3.0,3,,0,2,1987,,
1096,,rarely,301.0,,22,4,other,,1,f,72,3,4,research director,2,married,,3498,3,,0.16,,2,2,27.0,2,3.0,4,,1,2,1974,,
1097,,rarely,1141.0,,13,3,medical,,3,f,31,3,1,sales representative,3,single,,13251,1,,0.19,,1,0,2.0,3,3.0,2,,2,2,2003,,
1098,,no,894.0,research & development,1,4,,,4,f,33,2,2,manufacturing director,3,,4374.0,15411,0,,0.15,,3,0,4.0,6,3.0,3,,1,2,1987,research & development,
1099,,rarely,392.0,,2,4,,,4,m,93,3,2,sales executive,4,,5505.0,3921,1,,0.14,,3,2,6.0,5,3.0,6,,0,4,1990,,
1100,,,,,16,3,medical,,4,f,74,3,1,laboratory technician,1,divorced,2587.0,24941,4,,0.16,,2,1,17.0,2,2.0,2,,2,2,1974,,
1101,,rarely,1225.0,,2,4,life sciences,,2,f,47,4,4,manager,2,,15972.0,21086,6,,0.14,,3,3,29.0,2,3.0,3,,1,2,1976,,
1102,,rarely,727.0,,9,1,,,4,m,54,3,1,sales representative,1,,,21082,1,False,0.11,,1,0,,3,3.0,2,,0,2,2003,,
1103,,rarely,1351.0,,26,4,,,1,m,80,3,2,healthcare representative,3,married,,7419,6,False,0.14,,2,2,10.0,2,2.0,3,,0,2,1987,,
1104,,rarely,528.0,human resources,1,3,,,3,f,44,3,1,human resources,4,,,4167,4,True,0.18,,1,3,8.0,2,3.0,2,,2,2,1979,human resources,
1105,,,1441.0,,12,3,technical degree,,12,m,94,2,1,research scientist,2,divorced,,23737,5,False,0.12,,4,1,8.0,1,3.0,4,,1,2,1968,,
1106,,,427.0,,7,3,life sciences,,3,m,99,3,1,sales representative,4,divorced,,25103,1,True,0.21,,2,1,3.0,2,3.0,3,,0,2,2000,,
1107,,,390.0,,17,4,,,4,m,62,1,1,laboratory technician,3,,2305.0,6217,1,False,0.15,,3,3,,3,4.0,3,,0,2,1997,,
1108,,frequently,585.0,,10,3,,,1,m,,3,1,research scientist,3,married,3433.0,17360,6,,0.13,,1,1,,3,2.0,5,,1,3,1991,,
1109,,,741.0,,2,4,life sciences,,2,m,69,3,1,laboratory technician,3,married,3477.0,18103,1,,0.14,,4,1,6.0,2,4.0,5,,0,3,1992,,
1110,,no,552.0,human resources,4,3,human resources,,3,m,60,1,2,human resources,2,married,,20794,6,False,0.19,,2,1,,4,3.0,3,,1,2,1982,human resources,
1111,,rarely,506.0,,29,1,medical,,2,m,91,3,1,laboratory technician,1,,3907.0,3622,1,False,0.13,,2,3,6.0,2,4.0,6,,1,2,1999,,
1112,,,1456.0,,13,5,marketing,,2,m,96,2,2,sales executive,1,,,8658,5,True,0.13,,2,3,16.0,3,3.0,2,,2,2,1987,,
1113,,,160.0,,4,1,,,3,f,51,3,1,laboratory technician,2,single,,12862,1,False,0.13,,3,0,3.0,3,1.0,3,2.0,1,2,2000,,
1114,,,897.0,,35,3,medical,,35,m,59,3,1,human resources,4,marreid,,2097,0,False,0.14,,4,1,3.0,2,3.0,2,,2,1,1999,,
1115,,frequently,600.0,,42,3,,,3,f,,2,1,human resources,4,divorced,,9732,6,False,0.11,,3,1,,0,2.0,4,,1,2,1993,,
1116,,,1003.0,,5,3,,,1,m,51,3,2,sales executive,3,,,20943,1,False,0.19,,3,1,6.0,3,3.0,5,,0,2,1992,,
1117,,,1054.0,,48,3,,,48,f,67,3,1,research scientist,4,,3445.0,6152,1,,0.11,,3,0,6.0,5,2.0,6,,1,4,1996,,
1118,,rarely,428.0,,9,3,,,2,f,,1,1,sales representative,2,single,2760.0,14630,1,,0.13,,3,0,2.0,3,3.0,2,,2,2,1994,,
1119,,,461.0,,1,3,,,4,m,70,4,2,healthcare representative,3,,6294.0,23060,8,True,0.12,,4,0,10.0,5,4.0,3,,0,2,1994,,
1120,,,661.0,,31,4,,,1,f,60,2,4,manufacturing director,3,married,,22308,4,True,0.2,,4,3,27.0,2,2.0,3,,0,2,1970,,
1121,,rarely,511.0,,3,2,,,4,f,32,1,2,sales executive,4,,,25353,5,False,0.12,,1,0,,3,3.0,2,,2,2,1989,,
1122,,rarely,942.0,,3,3,,,1,f,53,3,3,manager,3,married,13116.0,22984,2,False,0.11,,4,0,,2,3.0,2,2.0,2,2,1972,,
1123,,rarely,589.0,sales,9,2,marketing,,2,m,46,2,2,sales executive,2,,,8800,1,False,0.14,,1,2,,2,3.0,5,,0,3,1986,sales,
1124,,,849.0,,26,2,life sciences,,2,m,98,2,2,sales executive,2,,,25166,8,,0.15,,3,0,6.0,3,3.0,2,,2,2,1977,,
1125,,no,343.0,research & development,9,3,,,1,m,52,3,1,research scientist,3,,,24978,4,False,0.13,,3,0,,2,2.0,3,,1,2,1980,research & development,
1126,,rarely,,,35,3,,,35,m,85,4,2,healthcare representative,2,single,,15530,3,,0.12,,1,0,,3,1.0,3,,1,2,1982,,
1127,,,1125.0,,7,4,,,1,f,,3,3,sales executive,1,,,8277,2,False,0.14,,4,2,9.0,3,3.0,3,,2,2,1992,,
1128,,rarely,1217.0,,1,3,medical,,3,f,67,3,1,research scientist,1,,3591.0,12719,1,False,0.25,,3,1,,3,3.0,3,,1,2,1995,,
1129,,,723.0,sales,2,4,,,2,f,77,1,2,sales representative,4,,5405.0,4244,2,True,0.2,,1,2,20.0,4,2.0,4,,0,3,1985,sales,
1130,,frequently,1216.0,research & development,15,4,life sciences,,1,m,87,3,4,research director,3,married,,21624,2,,0.14,,2,0,23.0,3,3.0,2,,2,2,1965,research & development,
1131,,rarely,350.0,,13,3,,,1,m,56,2,1,human resources,1,divorced,,3157,4,,0.15,,4,3,,3,3.0,2,,2,0,1994,,
1132,,rarely,207.0,,9,4,life sciences,,2,f,64,3,1,laboratory technician,3,single,2105.0,5411,4,,0.12,,3,0,,2,3.0,2,,2,0,1976,,
1133,,,280.0,,1,2,life sciences,,3,m,43,3,1,human resources,4,,,10494,1,,0.15,,2,1,3.0,2,3.0,3,,2,2,1995,,
1134,,rarely,414.0,sales,2,4,marketing,,3,m,82,2,2,sales executive,2,,,26186,7,True,0.12,,3,0,7.0,3,2.0,2,,2,2,1991,sales,
1135,,rarely,,,19,4,,,4,m,41,3,2,research scientist,4,,3902.0,5141,8,,0.14,,2,3,7.0,2,3.0,2,,2,2,1984,,
1136,,rarely,836.0,,2,4,,,2,m,98,2,1,research scientist,4,,2662.0,7975,8,,0.2,,2,1,,2,4.0,5,,0,4,1968,,
1137,,,592.0,,7,3,life sciences,,4,m,59,3,1,laboratory technician,1,single,2062.0,19384,3,,0.14,,2,0,,2,3.0,3,,1,2,1994,,
1138,,,219.0,,16,2,other,,16,f,44,2,2,manufacturing director,2,marreid,,25388,0,,0.11,,4,0,4.0,2,3.0,3,,0,2,1988,,
1139,,no,967.0,,16,4,technical degree,,4,m,85,1,1,research scientist,1,,,14460,1,,0.23,,2,1,,2,3.0,5,,3,0,1989,,
1140,,rarely,,,24,2,,,1,m,,3,1,laboratory technician,4,single,2587.0,10261,1,False,0.16,,4,0,5.0,3,3.0,4,,1,0,1967,,
1141,,,335.0,,17,2,marketing,,3,m,33,2,2,sales executive,2,,5507.0,16822,2,,0.16,,3,2,,1,1.0,4,,1,3,1987,,
1142,,,1079.0,,10,2,,,3,f,86,3,2,sales executive,4,divorced,,20115,2,True,0.11,,4,1,,2,3.0,5,,1,4,1992,,
1143,,,735.0,,3,1,,,4,f,75,2,2,sales executive,4,married,8103.0,16495,3,True,0.12,,3,0,9.0,3,2.0,4,,0,1,1989,,
1144,,rarely,471.0,,4,3,,,1,f,62,4,1,laboratory technician,3,divorced,3978.0,16031,8,False,0.12,,2,1,4.0,0,2.0,2,,2,2,1992,,
1145,,frequently,,,1,4,medical,,2,m,44,3,2,healthcare representative,3,single,5399.0,14511,4,False,0.12,,3,0,12.0,3,3.0,4,,0,3,1978,,
1146,,,1251.0,,21,4,,,1,f,32,1,2,sales executive,3,,,3987,6,,0.19,,3,1,10.0,1,3.0,3,,1,2,1984,,
1147,,rarely,1206.0,,9,2,,,2,m,71,3,1,research scientist,4,divorced,,14293,2,False,0.19,,4,2,,0,4.0,5,,0,3,1985,,
